"COM";"Région";"Commune";"PTOT";"Médecin généraliste";"Masseur kinésithérapeute";"Pédicure-podologue";"Diététicien";"LIBGEO";"Boulodrome";"Tennis";"Athlétisme";"Plateaux et terrains de jeux extérieurs";"Salles spécialisées";"Terrains de grands jeux";"Salles de combat";"Salles de remise en forme";"Salles multisports (gymnase)"
"82033";"Occitanie";"Castelsarrasin";"14434";"6";"11";"4";"1";"Castelsarrasin";"2";"1";"3";"2";"3";"5";"1";"4";"3"
"82112";"Occitanie";"Moissac";"14055";"12";"19";"4";"1";"Moissac";"4";"1";"1";"2";"1";"4";"4";"3";"4"
"83016";"Provence-Alpes-Côte d'Azur";"Le Beausset";"10188";"11";"25";"3";"0";"Le Beausset";"1";"0";"1";"1";"2";"2";"2";"1";"1"
"83023";"Provence-Alpes-Côte d'Azur";"Brignoles";"17993";"13";"33";"5";"2";"Brignoles";"1";"1";"0";"4";"3";"2";"0";"5";"3"
"83042";"Provence-Alpes-Côte d'Azur";"Cogolin";"11953";"9";"23";"3";"1";"Cogolin";"1";"1";"1";"3";"3";"1";"1";"2";"2"
"83047";"Provence-Alpes-Côte d'Azur";"La Crau";"19590";"25";"48";"6";"3";"La Crau";"2";"4";"0";"4";"1";"5";"2";"4";"3"
"83049";"Provence-Alpes-Côte d'Azur";"Cuers";"12688";"9";"19";"3";"1";"Cuers";"1";"1";"1";"1";"2";"1";"2";"0";"1"
"83071";"Provence-Alpes-Côte d'Azur";"La Londe-les-Maures";"11577";"12";"29";"4";"0";"La Londe-les-Maures";"2";"3";"2";"3";"0";"2";"1";"2";"3"
"83073";"Provence-Alpes-Côte d'Azur";"Le Luc";"11162";"6";"6";"1";"1";"Le Luc";"2";"1";"0";"3";"1";"2";"2";"0";"1"
"83090";"Provence-Alpes-Côte d'Azur";"Ollioules";"14278";"25";"59";"4";"0";"Ollioules";"1";"2";"1";"5";"2";"4";"3";"3";"3"
"83098";"Provence-Alpes-Côte d'Azur";"Le Pradet";"10907";"15";"36";"6";"0";"Le Pradet";"3";"3";"1";"5";"2";"3";"0";"2";"1"
"83107";"Provence-Alpes-Côte d'Azur";"Roquebrune-sur-Argens";"14672";"14";"20";"5";"0";"Roquebrune-sur-Argens";"2";"7";"0";"5";"2";"2";"2";"3";"1"
"83112";"Provence-Alpes-Côte d'Azur";"Saint-Cyr-sur-Mer";"12344";"17";"50";"7";"2";"Saint-Cyr-sur-Mer";"3";"2";"1";"2";"1";"4";"1";"1";"2"
"83115";"Provence-Alpes-Côte d'Azur";"Sainte-Maxime";"14615";"15";"31";"8";"1";"Sainte-Maxime";"2";"2";"1";"1";"1";"2";"2";"3";"2"
"83116";"Provence-Alpes-Côte d'Azur";"Saint-Maximin-la-Sainte-Baume";"18145";"17";"31";"6";"3";"Saint-Maximin-la-Sainte-Baume";"1";"2";"4";"6";"4";"1";"2";"3";"5"
"83123";"Provence-Alpes-Côte d'Azur";"Sanary-sur-Mer";"17526";"21";"55";"7";"3";"Sanary-sur-Mer";"1";"2";"1";"2";"1";"2";"1";"2";"4"
"83130";"Provence-Alpes-Côte d'Azur";"Solliès-Pont";"12228";"9";"16";"4";"1";"Solliès-Pont";"1";"1";"1";"4";"1";"4";"0";"2";"1"
"83148";"Provence-Alpes-Côte d'Azur";"Vidauban";"12720";"4";"12";"2";"1";"Vidauban";"2";"2";"1";"4";"1";"2";"1";"1";"1"
"84003";"Provence-Alpes-Côte d'Azur";"Apt";"10774";"13";"16";"4";"0";"Apt";"3";"3";"1";"4";"0";"6";"1";"5";"2"
"84019";"Provence-Alpes-Côte d'Azur";"Bollène";"13801";"8";"13";"3";"2";"Bollène";"3";"1";"2";"3";"1";"5";"2";"2";"3"
"84080";"Provence-Alpes-Côte d'Azur";"Monteux";"13377";"10";"15";"3";"2";"Monteux";"1";"1";"0";"2";"4";"4";"1";"0";"2"
"84088";"Provence-Alpes-Côte d'Azur";"Pernes-les-Fontaines";"10891";"11";"17";"5";"5";"Pernes-les-Fontaines";"2";"1";"0";"2";"2";"4";"1";"0";"1"
"84092";"Provence-Alpes-Côte d'Azur";"Le Pontet";"17687";"26";"22";"2";"3";"Le Pontet";"2";"2";"1";"5";"4";"11";"1";"4";"4"
"84129";"Provence-Alpes-Côte d'Azur";"Sorgues";"19346";"12";"21";"2";"4";"Sorgues";"1";"3";"3";"5";"3";"7";"2";"3";"5"
"84141";"Provence-Alpes-Côte d'Azur";"Vedène";"11810";"8";"18";"2";"1";"Vedène";"2";"1";"0";"4";"1";"2";"2";"1";"2"
"85003";"Pays de la Loire";"Aizenay";"10350";"5";"11";"3";"0";"Aizenay";"3";"2";"1";"1";"2";"3";"1";"0";"2"
"85092";"Pays de la Loire";"Fontenay-le-Comte";"14123";"12";"15";"7";"1";"Fontenay-le-Comte";"1";"2";"2";"2";"4";"3";"3";"4";"6"
"85109";"Pays de la Loire";"Les Herbiers";"16995";"15";"17";"6";"5";"Les Herbiers";"3";"1";"2";"2";"7";"3";"2";"4";"4"
"85226";"Pays de la Loire";"Saint-Hilaire-de-Riez";"12937";"5";"15";"5";"2";"Saint-Hilaire-de-Riez";"1";"1";"0";"2";"1";"3";"2";"3";"1"
"86041";"Nouvelle-Aquitaine";"Buxerolles";"10235";"10";"10";"3";"2";"Buxerolles";"0";"2";"0";"2";"4";"3";"2";"2";"3"
"87114";"Nouvelle-Aquitaine";"Panazol";"11264";"6";"12";"3";"0";"Panazol";"2";"1";"2";"0";"2";"2";"1";"0";"2"
"87154";"Nouvelle-Aquitaine";"Saint-Junien";"11691";"14";"17";"4";"4";"Saint-Junien";"0";"1";"2";"1";"4";"4";"2";"3";"4"
"88413";"Grand Est";"Saint-Dié-des-Vosges";"19773";"24";"23";"7";"3";"Saint-Dié-des-Vosges";"3";"2";"2";"7";"4";"10";"1";"2";"4"
"91021";"Île-de-France";"Arpajon";"11382";"10";"15";"6";"2";"Arpajon";"1";"0";"1";"2";"2";"0";"1";"1";"3"
"91086";"Île-de-France";"Bondoufle";"10969";"5";"4";"3";"1";"Bondoufle";"1";"1";"2";"3";"2";"2";"2";"1";"2"
"91200";"Île-de-France";"Dourdan";"11471";"9";"16";"5";"1";"Dourdan";"4";"1";"1";"6";"2";"3";"2";"1";"3"
"91215";"Île-de-France";"Épinay-sous-Sénart";"11949";"13";"5";"2";"1";"Épinay-sous-Sénart";"1";"1";"1";"3";"3";"2";"2";"1";"1"
"91216";"Île-de-France";"Épinay-sur-Orge";"10870";"5";"5";"1";"1";"Épinay-sur-Orge";"1";"2";"1";"0";"2";"2";"1";"2";"2"
"91235";"Île-de-France";"Fleury-Mérogis";"13997";"5";"2";"0";"0";"Fleury-Mérogis";"2";"1";"1";"3";"2";"2";"1";"2";"2"
"91312";"Île-de-France";"Igny";"10518";"4";"6";"2";"0";"Igny";"1";"2";"0";"1";"2";"2";"2";"0";"3"
"91326";"Île-de-France";"Juvisy-sur-Orge";"18533";"10";"14";"6";"5";"Juvisy-sur-Orge";"3";"0";"0";"2";"1";"0";"1";"0";"2"
"91386";"Île-de-France";"Mennecy";"15962";"5";"8";"7";"1";"Mennecy";"2";"1";"0";"2";"1";"2";"1";"1";"3"
"91432";"Île-de-France";"Morangis";"13289";"9";"7";"2";"1";"Morangis";"0";"1";"1";"3";"0";"1";"1";"1";"2"
"91471";"Île-de-France";"Orsay";"16352";"15";"8";"6";"3";"Orsay";"1";"3";"1";"4";"1";"1";"1";"0";"3"
"91552";"Île-de-France";"Saint-Germain-lès-Arpajon";"11389";"1";"3";"1";"2";"Saint-Germain-lès-Arpajon";"1";"1";"1";"2";"2";"3";"1";"1";"1"
"91573";"Île-de-France";"Saint-Pierre-du-Perray";"11792";"4";"9";"1";"1";"Saint-Pierre-du-Perray";"2";"2";"1";"3";"1";"1";"1";"1";"2"
"91645";"Île-de-France";"Verrières-le-Buisson";"14886";"11";"16";"4";"4";"Verrières-le-Buisson";"3";"1";"2";"4";"2";"3";"2";"3";"2"
"91661";"Île-de-France";"Villebon-sur-Yvette";"10494";"3";"7";"4";"1";"Villebon-sur-Yvette";"2";"2";"1";"4";"1";"2";"2";"3";"1"
"92033";"Île-de-France";"Garches";"18311";"10";"18";"7";"2";"Garches";"0";"2";"0";"0";"2";"0";"2";"2";"3"
"92077";"Île-de-France";"Ville-d'Avray";"10954";"5";"8";"1";"1";"Ville-d'Avray";"1";"1";"1";"1";"2";"1";"1";"0";"1"
"93013";"Île-de-France";"Le Bourget";"14870";"12";"6";"1";"0";"Le Bourget";"1";"1";"2";"2";"2";"1";"1";"2";"2"
"93030";"Île-de-France";"Dugny";"11368";"4";"2";"1";"0";"Dugny";"1";"1";"1";"4";"2";"1";"1";"0";"2"
"93061";"Île-de-France";"Le Pré-Saint-Gervais";"16913";"13";"8";"2";"1";"Le Pré-Saint-Gervais";"2";"2";"0";"1";"3";"0";"1";"2";"2"
"93062";"Île-de-France";"Le Raincy";"15066";"21";"13";"11";"2";"Le Raincy";"1";"1";"2";"2";"0";"0";"3";"3";"4"
"93079";"Île-de-France";"Villetaneuse";"12752";"7";"1";"0";"0";"Villetaneuse";"2";"1";"2";"2";"3";"2";"2";"1";"4"
"94004";"Île-de-France";"Boissy-Saint-Léger";"17607";"11";"7";"2";"1";"Boissy-Saint-Léger";"1";"2";"0";"3";"3";"1";"2";"0";"2"
"94011";"Île-de-France";"Bonneuil-sur-Marne";"18814";"11";"9";"2";"3";"Bonneuil-sur-Marne";"4";"1";"2";"4";"1";"1";"1";"1";"4"
"94015";"Île-de-France";"Bry-sur-Marne";"17720";"22";"17";"5";"1";"Bry-sur-Marne";"2";"1";"2";"3";"0";"1";"1";"0";"2"
"94019";"Île-de-France";"Chennevières-sur-Marne";"18468";"6";"9";"3";"0";"Chennevières-sur-Marne";"1";"2";"0";"2";"4";"3";"2";"1";"5"
"94037";"Île-de-France";"Gentilly";"19160";"10";"4";"2";"1";"Gentilly";"2";"1";"1";"3";"0";"1";"2";"2";"3"
"94055";"Île-de-France";"Ormesson-sur-Marne";"10625";"9";"5";"1";"1";"Ormesson-sur-Marne";"1";"1";"0";"1";"3";"1";"1";"1";"2"
"94060";"Île-de-France";"La Queue-en-Brie";"12196";"7";"3";"1";"2";"La Queue-en-Brie";"2";"1";"1";"5";"2";"3";"1";"0";"2"
"94069";"Île-de-France";"Saint-Maurice";"14703";"8";"14";"3";"1";"Saint-Maurice";"1";"2";"1";"1";"1";"1";"1";"2";"2"
"94074";"Île-de-France";"Valenton";"14530";"9";"13";"0";"1";"Valenton";"1";"0";"1";"7";"1";"1";"1";"0";"4"
"94075";"Île-de-France";"Villecresnes";"11718";"7";"13";"3";"2";"Villecresnes";"4";"2";"1";"1";"1";"3";"1";"1";"2"
"95019";"Île-de-France";"Arnouville";"14658";"12";"9";"2";"1";"Arnouville";"1";"1";"1";"3";"2";"3";"2";"2";"2"
"95199";"Île-de-France";"Domont";"16244";"19";"20";"6";"1";"Domont";"1";"1";"1";"3";"4";"3";"1";"2";"4"
"95210";"Île-de-France";"Enghien-les-Bains";"11584";"19";"29";"6";"3";"Enghien-les-Bains";"1";"0";"0";"1";"2";"0";"2";"4";"1"
"95218";"Île-de-France";"Éragny";"18597";"8";"8";"2";"4";"Éragny";"2";"2";"1";"7";"3";"3";"2";"0";"2"
"95313";"Île-de-France";"L'Isle-Adam";"12029";"16";"25";"9";"2";"L'Isle-Adam";"3";"1";"1";"3";"2";"1";"1";"1";"1"
"95323";"Île-de-France";"Jouy-le-Moutier";"17301";"13";"7";"1";"1";"Jouy-le-Moutier";"5";"4";"3";"15";"2";"7";"1";"2";"2"
"95351";"Île-de-France";"Louvres";"12163";"10";"4";"2";"2";"Louvres";"2";"1";"1";"4";"2";"2";"2";"0";"2"
"95394";"Île-de-France";"Méry-sur-Oise";"10117";"2";"15";"1";"0";"Méry-sur-Oise";"2";"1";"1";"2";"1";"2";"1";"0";"1"
"95427";"Île-de-France";"Montmagny";"14831";"10";"4";"2";"1";"Montmagny";"0";"1";"1";"4";"2";"2";"1";"1";"4"
"95476";"Île-de-France";"Osny";"17468";"15";"4";"4";"1";"Osny";"3";"2";"4";"5";"2";"7";"1";"3";"6"
"95487";"Île-de-France";"Persan";"14048";"5";"4";"1";"1";"Persan";"1";"0";"1";"1";"1";"2";"1";"0";"1"
"95488";"Île-de-France";"Pierrelaye";"10037";"5";"8";"2";"0";"Pierrelaye";"2";"1";"1";"4";"2";"1";"1";"1";"1"
"95539";"Île-de-France";"Saint-Brice-sous-Forêt";"15286";"10";"11";"2";"3";"Saint-Brice-sous-Forêt";"2";"1";"1";"3";"2";"3";"1";"1";"3"
"95563";"Île-de-France";"Saint-Leu-la-Forêt";"16131";"10";"15";"9";"1";"Saint-Leu-la-Forêt";"1";"2";"1";"5";"1";"2";"1";"1";"2"
"95598";"Île-de-France";"Soisy-sous-Montmorency";"18168";"14";"13";"6";"1";"Soisy-sous-Montmorency";"0";"1";"1";"1";"1";"2";"1";"1";"2"
"95637";"Île-de-France";"Vauréal";"16211";"10";"6";"4";"2";"Vauréal";"2";"3";"1";"4";"1";"5";"3";"0";"3"
"97107";"Guadeloupe";"Capesterre-Belle-Eau";"17888";"8";"23";"0";"0";"Capesterre-Belle-Eau";"5";"1";"1";"7";"0";"12";"0";"1";"1"
"97115";"Guadeloupe";"Lamentin";"18804";"8";"15";"5";"1";"Lamentin";"0";"1";"1";"2";"0";"8";"1";"0";"1"
"97116";"Guadeloupe";"Morne-à-l'Eau";"16089";"8";"26";"2";"0";"Morne-à-l'Eau";"0";"0";"1";"5";"0";"9";"2";"0";"1"
"97120";"Guadeloupe";"Pointe-à-Pitre";"14576";"27";"50";"5";"2";"Pointe-à-Pitre";"1";"3";"0";"7";"1";"5";"1";"3";"4"
"97124";"Guadeloupe";"Saint-Claude";"10900";"5";"8";"2";"1";"Saint-Claude";"5";"2";"0";"8";"2";"4";"0";"3";"2"
"97125";"Guadeloupe";"Saint-François";"13150";"19";"30";"3";"1";"Saint-François";"1";"2";"1";"5";"0";"7";"1";"3";"1"
"97129";"Guadeloupe";"Sainte-Rose";"17878";"9";"14";"4";"0";"Sainte-Rose";"2";"1";"1";"10";"0";"10";"0";"0";"1"
"97207";"Martinique";"Ducos";"18166";"10";"22";"4";"1";"Ducos";"3";"1";"3";"9";"0";"8";"0";"1";"1"
"97210";"Martinique";"Le François";"16146";"13";"28";"2";"0";"Le François";"4";"1";"1";"3";"1";"11";"1";"0";"1"
"97220";"Martinique";"Rivière-Pilote";"11830";"9";"18";"1";"0";"Rivière-Pilote";"1";"0";"1";"5";"0";"7";"0";"0";"0"
"97221";"Martinique";"Rivière-Salée";"12108";"8";"37";"3";"0";"Rivière-Salée";"5";"1";"1";"4";"1";"6";"1";"1";"2"
"97223";"Martinique";"Saint-Esprit";"10372";"4";"15";"0";"0";"Saint-Esprit";"1";"1";"0";"2";"0";"5";"1";"0";"0"
"97224";"Martinique";"Saint-Joseph";"16343";"8";"10";"3";"0";"Saint-Joseph";"5";"2";"1";"8";"0";"11";"0";"1";"1"
"97228";"Martinique";"Sainte-Marie";"14834";"17";"27";"2";"1";"Sainte-Marie";"6";"1";"2";"12";"1";"8";"0";"0";"1"
"97229";"Martinique";"Schœlcher";"19518";"20";"40";"3";"1";"Schœlcher";"8";"4";"0";"7";"1";"9";"2";"3";"2"
"97230";"Martinique";"La Trinité";"11914";"13";"37";"6";"1";"La Trinité";"6";"1";"2";"8";"1";"9";"1";"2";"2"
"97305";"Guyane";"Macouria";"19020";"3";"5";"0";"0";"Macouria";"2";"1";"0";"7";"0";"5";"0";"0";"3"
"97306";"Guyane";"Mana";"11886";"3";"4";"0";"0";"Mana";"2";"0";"0";"2";"0";"5";"0";"0";"2"
"97401";"La Réunion";"Les Avirons";"11661";"11";"32";"1";"3";"Les Avirons";"3";"1";"1";"3";"1";"4";"2";"0";"1"
"97402";"La Réunion";"Bras-Panon";"13559";"14";"19";"0";"0";"Bras-Panon";"5";"1";"0";"7";"2";"7";"3";"0";"3"
"97404";"La Réunion";"L'Étang-Salé";"14030";"17";"41";"4";"2";"L'Étang-Salé";"3";"3";"1";"7";"1";"8";"1";"1";"1"
"97405";"La Réunion";"Petite-Île";"12772";"13";"28";"1";"0";"Petite-Île";"1";"1";"1";"8";"0";"5";"3";"1";"1"
